review_description,rating
نت لة محدود ف مصر,negative
محفظة سيئة جدا,negative
خدمة سيئة بكل المعايير,negative
I hate you we,negative
🤗,negative
تطبيق زباااال,negative
خدمه سيئه جدا بتشترك البرنامج مش راضى يفتح زاصلا شركه زفت في كل حاجه خطوط ارضى وباقات نت منزلى وغيره,negative
🌹,positive
إنترنت غير محدود فى مصر,negative
خرااا,negative
اسواء تطبيق في جميع الشبكات اعرفوا من اللي سبقوكوا وطبقوا حرام تقضوا علي الشبكة ونفور المشتركين.,negative
التطبيق يعمل علي جهاز غير امن,positive
عايزين نت لا محدود,negative
برامج ممتاز,positive
لم يفيدني,negative
برنامج عقيم,negative
التطبيق جيد لكنه ينقصه الدفع في جوجل مثلاً لشحن جواهر فري فاير وشدات بيجي,neutral
":ـ"" ڪــم أشـتـهـــي ان أفقـــد الحـيـــاهہ وأتـــرڪـهـــا لـڪـــم🥺ـ⃢💔ـَ)✨🍁🖤",positive
الحلاوة انه مفيش عمولة زي باقي التطبيقات,positive
Awesome puppy,positive
للأسف الشديد برنامج زفت,positive
فوق الرائع,positive
برنامج فقير يحتاج اضافة خدمات كثيرة مثل الدفع الاونلاين و خدمة الماستر كارد الافتراضي و كثير من المميزات ارجوا التحديث واضافة المميزات وشكرا,negative
جيد 👍,positive
للأسف من ساعة ما نزلته وبفتحه ومكتوب جاري إرسال رمز الفتح ولم يبعت شئ شكله كلام فاضي,positive
تطبيق سئ جداً جداً جداً ممكن تعملوا تحديث للطبيق وتوفير خدمات جديدة في المحفظة الالكترونيه,negative
We,positive
التطبيق سيي جدااا جداا لا يفتح ودائما فشل الاتصال بالخادم,negative
لو عاوز تشحن لشركات الاتصالات الاخرى مينفعش,negative
التطبيق بقاله فترة لا يعمل نهاااائى,negative
التطبيق سئ جدآ كل ما اسجل الدخول يقول خطئ فى النظام,negative
التطبيق أصبح سئ جدا وبيسجل دخول بصعوبة وبيفتح بصعوبة ويجيبلي رسالة خطا مية مرة عشان يفتح,negative
كل مااجي افتح البرنامج بيقولي حدث خطاء في التطبيق وميفتحش الا بعد 4مرات والبرنامج بق تقيل اوووي,negative
تطبيق كويس بس محتاج فيه الشراء اون لاين وياريت يكون فيه امكانية الاستخدام من غير نت زى اورانج وفودافون,positive
ف مشكله ف البرنامج مش بيرضي يفتح ولو فتح بيفتح ويفصل تاني حذفت البرنامج وحذفت البيانات نفس المشكله بيجبلي حدث خطأ ما,negative
زفت واكتر من الهباب,negative
من سيئ لأسوأ,negative
برنامج جميل ومفيد ياريت يستمر علي كده ويكون فيه شويه تطوير,positive
كل شوية حصل خطأ في الخادم ومبيفتحش,neutral
التطبيق لا يستجيب بيقول حدث خطأ في الخادم حاولت كذا مره لا يفتح,neutral
لا يعمل أحيانا.. لازم بديل عدل عن التطبيق,negative
مميز,positive
زي الزفت عملت إيداع والعملية اتعلقت خدمة العملاء تقولي خلال 8 ايام عمل الفلوس تتعلق 8 ايام زي الزفت طبعا,negative
كل شوية وانا بسجل دخول يقولى خطأ فى الخادم,negative
تطبيق فاشل لا يرسل كود التفعيل خساره تمن الشريحه شركة فاشله,negative
برنامج كويس جدا,positive
نحتاج الى لقطة شاشة من التطبيق عدم وجودها يجعل التطبيق سىء,negative
الابلكيشن في مشكله عامه حاليا وانا شغلي كله معتمد عليه ياريت تتحل ف اسرع وقت,negative
اسوء تجربه علي الاطلاق,negative
ممتاز جدا 👍🇾🇪🌹,positive
"كتبت كل البيانات واحاول ادوس على استمرار مش راضى اصلا، ومش عارفة فين المشكلة ياريت اعرف ايه المشكلة",negative
اوسخ محفظه عندى مشكله من يو 13/6 لسه مش اتحلت إلى الان,negative
حاولت التسجيل اكثر من مره لكن لم يقبل ويرسل رسالة بان البيانات غير صحيحه وتاكدت من البيانات انها صحيحه اكثر من مره,negative
بيقولي اسم المستخدم الجديد غير صحيح والمحفظه عليه ٢٠٠ جنيه اعمل اي,positive
يحتاج بعض التحسينات,neutral
برنامج سيء اواجه مشكلة الان في تسجيل الدخول فجأه ولا يوجد اي اهتمام من خدمة العملاء لديكم,negative
ادطسي رزدذذذذيسبرتاافق,neutral
لا يفتح علي الموبايل خالص امسحه ونزله مش بيفتح خالص,negative
بالتوفيق ومن نجاح إلى نجاح,positive
التطبيق لايعمل سي جدا لايستحق اي نجووم,negative
لاسف قفل المحفظه وهي فيها حساب حاجه تحرق الدم,negative
بيفصل ويشتغل علطول مش راضي يفتح ارجو المساعده,negative
Excellent 👌,positive
لا يمكن التسجيل,negative
ياجماعة فيه حاجة غلط كل ما اسجل يتم الرد علياالبيانات غلط,negative
نعم جيد,positive
مش راضي يشتغل,positive
التطبيق معفن ملهوش اي لزمة,negative
بنرنامج زباله والله,negative
رائعة جدا,positive
استعمالى ضعيف ولكن موفر الوقت كثيرا,positive
الطبيق محتاج اضافة ميزة الامان بالبصمة,neutral
السلاموا عليكم مصنع ومكتب العدلي 33 قصص,positive
Y U want access to call mangenent,negative
جيدجدأ,positive
مش عارف اسجل فيه كل ما اسجل واملي البيانات يقولي البيانات غير صحيحه,negative
كل ما اعمل تسجيل يقولي المعلومات خطأ,negative
مش عارفين يبعتوا كود التفعيل,negative
جيد جداً,positive
ليه بتدخل البيانات كلها صحيحة ويقولي أنها غير صحيحة,negative
برنامج فشل جداً جداً,negative
الخدمة مش حلوة احنا عايزين خدمة دفع اونلاين واستخراج فيزا من الكاش وكمان عايزين اكواد مختصرة للتحويل ورسالة توصل لما استلم فلوس,negative
برنامج زباله أكواد زي فودافون كاش أفضل,negative
سئ للغايه,negative
للاسف البرنامج معي لايتم تفعيله نهائي زي قلته فعلا,negative
سرقة فى الباقة والنت بيفصل بالثلاثة ايام ويرجع ويفصل تانى اسوء شركة ممكن تتعاقد معاها,negative
كل ماسجل الدخول يقلي تم ارسال كود التفعيل ومش بيبعت حاجه وكل مااطلب تغيير الباسورد يقلي خطأ في الشبكه تطبيق فاشل,negative
ياريت يكون فيه تسهيل أن اى حد يقدر يبعت على محفظتى فلوس من فورى من غير ما يكون فاتحة محفظة,negative
ليه بيجيلو وقت ويقف واحذفه وارجع انزله من تاني هو جميل جداا في التعامل من خلاله,positive
نصااابين باقه الوي فاي بتخلص ابل دفع الاشتراك ب اسبوع شركه بنت وسخه,negative
للاسف خدمه سيئه جدا وضاع عليا فلوس كتيير من المحفظه عندهم,negative
عايز اخود اسكرين لما احول لي حد فلوس اي دا مش بيردا لي,negative
تمااام,positive
كويس,positive
إنه ممتاز,positive
التطبيق بيقفل في نفس اللحظة,negative
Excellent ☺️,positive
ليه مفيش شحن وى بقيمة ٢ جنية او حتى ٥ جنية زى فى فودافون كاش واورنج كاش؟,positive
افضل محفظة الكترونية,positive
التطبيق مش بيفتح و بيدي خطأ علي موبايل سامسونج m31,negative
تطبيق ممتاز وللاسف كنت مديلة نجمة واحدة اول منزلت البرنامج كان فية مشكلة فى الموبايل ونسيت خالص البرنامج ودا من سنة وبعد تجربة البرنامج بعد اكتر من ١١ شهر هو افضل من برامج فون كاش او بنك مصر وارخص بالنسبة لدفع فواتير we لانة مبيخدش اى رسوم اضافية على تجديد الباقة او دفع اى فاتورة (بنك مصر بياخد ٥ جنية ..البنك الاهلى بياخد ٦ جنية على كل فاتورة) اما وى ولا مليم اضافى دا مش ليك لوحد انا بدفع كل فواتير الانترنت ليا وللعائلة,positive
التطبيق في مشكله كل مروح اسل يكتبلي حدث خطأ في الخادم ويخرج لوحدو اتمني الرد,negative
مممتاز جدا,positive
اول ما أجي أسجل على الموقع أسجل البيانات وأدوس التالي يروح يفضل يحمل وفي الأخر مايسجلش أرجو الإفاده وحل المشكله في أسرع وقت 🙂,negative
لا يقبل التسجيل مع ان كل البيانات صحيحه مليون بالميه,negative
سئ جداً و لا أنصح باستخدامه,negative
برنامج جميل جدا وخفيف احسنت وى,positive
we,positive
للاسف سىء لم يفعل ولا يتم ارسال كود التفعيل,negative
اول واهم شئ مش متوفر الشراء اون لاين امال انا عامل محفظة ليه عشان احول فلوس بس تاني حاجة لما احول لحد فلوس عايز اخد لقطة للشاشة عشان التوثيق بيني وبين الطرف التاني,negative
بحاول أحول مبلغ لمحفظة فودافون كاش مش راضي يحول تطبيق سيئ يرجى عمل أكواد أفضل من التطبيق,negative
good,positive
ممتاز جدا جدا ما شاء الله ودائما متعودين من المصرية للاتصالات على الأفضل,positive
لايوجد خدمة الدفع اونلاين. والتي توفر انشاء بطاقة ماستركارد افتراضية للشراء من داخل جمهورية مصر العربية وخارجها مثل ما هي متاحة في فودافون كاش. وفون كاش من البنك الاهلي المصري. مما يجعلني اقوم بتحويل المبلغ من محفظتي في ماي وي الي محفظتي في فودافون كاش للاجراء عملية الشراء من الخارج علي سبيل المثال ( امازون الولايات المتحدة الأمريكية) او سوق دوت كوم في مصر,positive
محفظة المصرية للاتصالات we pay بالمقارنة بتطبيقات اخرى من المتعارف عليها والتى لا تستهلك مساحة كبيرة ولا تشغل سوى مساحة صغيرة الا انها تؤدى مهام كبيرة جدا وبالنظر لمحفظة we فانها تستهلك مساحة كبيرة جدا فى حين لا ينصح باستخدام هذا التطبيق أوالاشتراك بة لانة يؤثر على مساحة التخزين فى اعلانات دون مرعاة استخدام اغلب المستخدمين لاسعار اقتصادية ولعدم جدواة كما نحرص على التحسين وليس الدفاع عن تدهور الخدمات لانة كل شوية يحتاج الى تحديثات مستمرة وكأنة تصميم برنامج هواة والادهى والامر من ذلك كلة يشغل اكثر,negative
البحث عن كل مشاركات ام دبليو ام كلثوم في أشهر الحج في رمضان الماضي في أشهر الحج والعمرة والزيارة قف مع نفسك من الضحك مع هاد الشي اللي ما يعرف كل شيء قدير اللهم امين اللهم اني اسالك الجنه الحلقه الاولى من برنامج اكس مع موستنج للبيع او البدل ب ب ب ب ام لا وهل هناك تعليقات في رمضان الماضي في العالم الإسلامي في رمضان المقبل في ذهاب نصف نهائي كاس اسيا تحت رقم الهاتف في وجه اخيك صدقه الفطر في العالم العربي من اخبار هنا الناصرة في أشهر في العالم من حيث المبدأ على هذا المجهود الطيب يا احلى فساتين زفاف ج,positive
التطبيق زفت,negative
"للأسف لم يقم بتمكيني من إنشاء حساب أو تفعيله ،برجاء العمل على حل المشكلة و لكم جزيل الشكر . دائما يقول حدثت مشكلة حاول في وقت لاحق .حدث خطأ حاول مرة أخري ، أرجو تشغيلها ضمن تطبيق my we مثل فودافون .",negative
تحت التصتيب,negative
خياااااال برافو wr,positive
شغلوا الاسكرين ونسخ الرقم ياجدعان,negative
كله مشاكل ولا يستطيع احد الحل.,negative
ممتز جدا,positive
يفضل يكون للمحفظه اكواد,negative
انا أقيمت بنجمه لانه مش باعلى الحساب,negative
البرنامج فاشل. لايقبل تسجيل الدخول مع إن كل البيانات صحيحه,negative
كيف يتم إنشاء حساب,positive
👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👍👍👍👍👍👍👍👍👍👍👍,positive
متميز جدجد,positive
للأسف التطبيق حملته مرتين ومش بيفتح ولا في اي معلومات أرجو الإفادة,negative
ممتاز جدا جدا جدا جدا جدا جدا,positive
"اقسم باالله خدمه زباله بقالي، 3 اسابيع لغينلي المحفظه القديمه اللي عليها فلوس و مارجعتش",negative
تطبيق فاشل وكل لما احاول الدخول لم أحصل على نتيجة,negative
جمل,positive
خدمة زى الزفت يا ريت يتم الغاء الابلكيشن من محفظة وى كاش ويتم التعامل برسائل التليفون مثل باقى الشركات انا مش عارف انزل التطبيق وبيسببلى مشاكل كتير ومش كل الناس معاها تلفونات اندرويد دة غير انى بضطر امشى مسافة طويلة للسنترال حتى الفرع مش متاح فية الخدمة بضطر اروح السنترال الرئيسى,negative
انا قيمت البرنامج ٣ نجوم بس عشان البرنامج ناقص حاجات كتير أهمها يكون في تقرير لعمليات التحويل والمفروض يكون في لقطه شاشه عشان لو حبيت احتفظ بصوره لعمليه التحويل,neutral
برنامج محترم ونشكرالقائمين على البرنامج فوق فوق الممتاز,positive
مش شغال اصلا و شركه بنت وسخه,negative
كل ما اسجل ترد خطأ مرتين فى الادخال مسح وإعادة تثبيت التطبيق,negative
ممل في تفعيله,negative
انا كل ما اجى اعمل حساب على wepayيكتبلى إن فى خطأ في البيانات مع إن بياناتى صحيحه معرفش فين المشكله ارجو الاهتمام,negative
ممتاز جدا وفي سداد فواتير الكهرباء والماء والغاز عن تجربتي,positive
المعمله مع هذا التطبيق صعب علما بأن استخدمه في شبكه اخري اسهل,negative
حضرتك البرنامج مش راضي يحمل فضل وليس امر إصلاح المشكله كي نتمكن من استخدام البرنامج,negative
البرنامج كله فشنك لانه رافض التسجيل اصلا واهي انتكاسة جديدة حاجة بسيطة مش عارفين تعملوها,negative
ممكن .حد يشوف لنا موضوع التسجيل فى التطبيق دة .....حاجة تزهق .....مش عارفين نسجل.....,negative
انا عاوزه اعرف فلوس تكافل هاخدها ازاى ***,neutral
التطبيق جميل بس في ملاحظات اولآ في استقبال المبلغ من محفظه اخري بيكتبلي برضو رقم محفظتي انا لازم المشكله دي تتحل ويظهري رقم المحفظه اللي بعتالي فلوس ثانيآ البرنامج بيرفض لقطة الشاشه لازم اصور الشاشه بعد ارسال المبلغ للتأكيد ارجو حل المشكلتين دول الشئ الجميل في التطبيق انه بيفتح من اي داتا كل الشركات وكل شبكات الواي فاي ياريت تستمرو علي كده متخصصوش البرنامج انه يفتح من داتا معينه او شبكه معينه وشكرآ,neutral
كل لما احاول اسحب فلوس من الفرع او من atm يعمل فشل وخدمة العملاء مش كويسه ومش بتحل اي مشاكل,negative
برنامج ينقصه خدمات كثيره جدا,negative
بعد اذنكم ليه تطبيق وي باي 73ميجا مش بس كدة ممكن المقارنة مع الشركات وبعدين التطبيق ليه مش زي التطبيقات الأخري لازم يطلع زي العفريت أو اعمل وقف اشعار ممكن طلب قلدوا الشركات الأخرى شكرا,negative
لو سمحتم انا كل ما اسجل في البرنامج يقولي في خطأ في الشبكة مع العلم اني مشغل واي فاي We ارجو حل المشكلة وشكرا,neutral
ممتاز جداً,positive
Nice 👌👍,positive
ممتازه جدا,positive
جيد جدا ممممممممممممممممممممممممتتتتتتتتتتتتتتتتتتتااااااااااااااز,positive
الحمد لله على كل شيء,positive
وحش بجد .. كان متبقي فيه ٢٠٠ ج و فضلت اسبوع اروح واجى الفرع عشان اسحبهم و يعملى فشل ف السحب و هما نفسهم معرفوش السبب و ف الاخر قدمولى شكوى واستنيت اسبوع تانى وبردو منفعش,negative
سعيدالهجرسى,positive
اسوأ محفظه في مصر سرقه علني لاانصح احد باستخدامها,negative
زفت عاوزه اشحن من رصيد محفظتي اروح اشحن عشان افتح نت وتلزموني بتحديث قبل ما اوصل لأي حاجه,negative
الى جميع الزملكاوية مقاطعة شركة وي,negative
Gooooooood👍,positive
ارجو ان يكون التطبيق متوافق مع امكانيه الوصول و مساعده المكفوفين,neutral
في صعوبه في تشغيل البرنامج,negative
Op,positive
تطبيق ممتاز جدا جدا جدا,positive
هل بيعمل فيزا اقدر استخدمها في اي حاجة زي فودافون كاش؟؟؟,negative
تطبيق للإستماع مباشرة اون لاين بدون تحميل مشاهدة مباشرة برنامج على الشاشة الرئيسية طلبات الأعضاء منتدى السنة 2020 ببلاش رسايل التهنئة بالعام الجديد,positive
جامد جدا,positive
التطبيق مش راضي يسجل دخولي,negative
حاجه محترمه جدا وتطوير مستمر,positive
ليه مش راضى يبعتلي كود التفعيل مع اني فعلت الخدمه من الفرع الرئيسي 🤨,negative
لو سمحت هيا المحفظه اتشالت من على فوري لي وهل هترجع تاني ولا لا,neutral
رقم الحساب خطأ بعد التحديث ورقم الحساي خطا او غير فعال عن اضافه فيزا بنك مصر,negative
لانه ممتاز,positive
ممكن ابعت فلوس لاي رقم شركه تانيه,positive
شكرآ جزيلآ,positive
حقا رائع,positive
جميل جدا والله,positive
اسوء تطبيق وشركة حراميه,negative
فين المعاملات فين فواتيرى الى دفعتها رساله رقم حساب غير صحيح,negative
التحديث الاخير.. لا يظهر العمليات نهائي بعد الدفع السحل متعطل من 2/1/2021 الرجاء حل لتجنب الخطا,negative
تطبيق فاشل جدا والمحفظة مش شغاله معايا من امبارح,negative
البرنامج عملتله تحديث بيجيب غير متصل بشبكه الويفي ولا بيانات الهاتف,negative
رساله اسم المستخدم غير صحيح ما سببها مع تسجيل البيانات صحيحه,negative
شوية حاجات ضرورة 1-لازم التطبيق يفتح من الداتا بتاع وى حتى لو مفيش رصيد مش معقول عايز اشحن من التطبيق ومش عارف اشحن عشان مش معى رصيد 2- يجب توفير خاصية طلب الدفع R2p 3- يجب توفير virtual payment card مميزات حصرية فى التطبيق 1-الاطلاع على المعاملات الماليه السابقة بحد أقصى 150 معاملة 2- شحن جميع خدمات وى نت ارضى موبايل بدون رسوم 3 - إضافة كارت ميزة بنك مصر الى التطبيق 4- الاحتفاظ برقم التاجر حتى لا يتم مسح كود التاجر فى كل معاملة 5 - انشاء قائمة مفضلة 6 - شحن كهرباء ومياه وغاز,positive
ممتاز جدا وأنصح به لكل مستخدمى وى,positive
لم يتم إرسال كود التفعيل,positive
تحميل,positive
ممتاز .,positive
التحديث الاخير خرب البرنامج وكل ما ادخل عليه يقولى فى تحديث جديد ارجو حل المشكلة,negative
حل مشكله اندوريد 11 ضرورى,negative
حسنا,positive
لا يعمل عندي,negative
البرنامج اشتغل والخدمة كمان شكرا جزيلا we,positive
عالم زباله وشركه حرميه,negative
التطبيق بيعلق كتير جدا,negative
ممتاذ بارك الله على القائمين عليه,neutral
بأمانة و لا نجمة علشان الجهاز اتحدث البرنامج يقف,negative
السلام,positive
معرفش,positive
O.k,positive
جود,positive
كل ما افتح التطبيق يظهر الرسالة ديه The Application is hooked ارجو الافادة في اسرع وقت,negative
التطبيق لا يفتح نزلته وسجلته وكلمة السر وكله تمام لحد مايفتح يقفل تاني ليه. يعني مفيش حل امال منزلينو ليه غاوين قرف مفيش حد يرد علينا تطبيق فاشل مش عارف نمسحه ولا ايه,negative
حلو جداااااااااااا,positive
سعيدالهجرس,positive
برنامج زباله زى إللى عمله لا يستحق نجمه مش عاوز يفتح,negative
الناس اللى عندها اندرويد 11 بلاش تحمل التطبيق لانه مش هيشتغل عندك انا بقالى شهر بتواصل مع الدعم الفنى علشان الاقي حل مفيش,negative
"التطبيق لا يستحق نجمة واحدة لما يكون لا يتوافق مع معظم الإصدارات أندرويد 11،أندرويد 4.4.4،وغيرها لازم مبرمج التطبيق يحل المشكلة دي وإلا التطبيق ملهوش لزمة ياريت كل الي بتواجه نفس المشكلة يكتب نفس التعليق لااااازم الشركة تعدل التطبيق لكي يعمل على كل الإصدارات 💥💥💥🥲🥲",negative
دلوقتي البرنامج مش شغال علي اندرويد11 فرجاء من القائمين علي البرنامج ايجاد حل ويكون سريعا,positive
تمام ورائع,positive
هناك مشكله في التطبيق لا يعمل ع هاتفي لماذا,negative
التطبيق لا يعمل بعد التحديث لأندرويد ١١ الأخير,negative
Beautiful,neutral
برنامج حلو جدا وسريع الاستجابة والله وفر عليا كتير كنت بنزل ادفع الفواتير سواء كهرباء أو غاز أو نت أو تليفون وغير كدة بيشحن للمدام والاولاد التليفون بدون مجهود خالص وبدون رسوم حتي لو اي شبكة أخرى بحول منها رصيد أو ببعتلها شحن بصراحة يستاهل ممتاز,positive
مش راضي يبعت الكود,negative
نزلت التطبيق اكثر من مرة واكتب البيانات بتاعتي صحيحة وبيقولي البيانات غير صحيحة .. ومش عايز يعملي حساب,negative
برنامج رغم رزل تنح والى عاملة الله يسمحه كل شويه عايز كود التفيعل ماشوفتش كده,negative
فجأة الحساب اتقفل والشركه اخدت الفلوس وقالولى البنك حجز على الرصيد حسبي الله ونعم الوكيل في شركة وى,negative
البرنامج مبقاش فيه سحب من مكن ال atm حاجة تقرف خرااااااااااااا,negative
ممتاز جداااا,positive
التطبيق بعد تحديث الفون مش شغال وبتيجي رساله الحساب ينتمي لهاتف اخر اعمل ايه ارجو الرد ع طول,negative
بعد التحديث التطبيق يعطي إشعار أثناء الفتح بأن الجهاز غير آمن ويخرج ارجو الافاده,negative
موش بيشتغل غير ع اندرويد اعلى من 5 يعنى لولى بوب موش بيشتغى عليه وسامسونج نوت 3 موش بيشتغل عليه . ودا عيب خطير جدا ..المفروض المبرمج ياخد باله منه,negative
لم يتم التشغيل,positive
have,positive
البرنامج مش عايز يشتغل خالص,negative
يا ريت يبقى زي مي اورنج ويعطونا هدايا😊🤗,negative
زباله كالعاده,negative
طبيق جميل ورائع وسه,positive
خراااااااا,negative
يا جماعه بعد اذنكم التطبيق بعد تحديث الفون مش شغال اعمل ايه يا ريت الرد على طول,negative
Yyy,negative
اهلا,negative
عاش,positive
فاشله,negative
اتمنى يضيفو ميزه تحويل الرصيد لكود دفع الكترونى ( master card) زى ما باقى الالمحافظ بتعمل,negative
خرة بعد التحديث كل ما افتح التطبيق يقول البرنامج يعمل علي جهاز غير امن ويخرج لوحدة,negative
لسه هشوفه,positive
اكثر من رائع ياريت يربط مع كل الخدمات,positive
ارجو تعديل البرنامج سئ مش حلوة مش بيشتغل,negative
مش عارف احمل التطبيق بيكتبلي في انتظار التثبيت ويقعد فتره طويله بدون حدوث اى شئ,neutral
ارجو التوضيح رحت فرع وي وحملت التطبيق وعملت عقد معاهم التطبيق مش راضي يفتح,positive
يريت تضيفو خصية دعم أكثر من حساب او تنزلو نسخة تانى من البرنامج,positive
دخلت بياناتى باسمى رباعى برقم البطاقة صحيح برقم الفون بتاعى فى زى وبدل ما يعملى حساب بيقولى بياناتك خطأ 3 مرات بيكرر نفس الرسالة برنامج زبالة الزبالة إذا كان بيخرف من قبل ما تشغله بعد كدا هيعمل ايه بلا قرف,negative
😍😍,positive
يا جماعة في مشكلة في التحديث كان بيفتح معايا بس لما عملت تحديت كل ما افتح التطبيق بيخرج لواحدة بقالة اسبوع علي هذا الحال اعمل اية ارجوا الايفادة,neutral
مش عايز يشتغل بيكولى خطا خساره النجمه,negative
اكبر مشكله في البرنامج انه وهو ما بيحولش للشبكات التانيه امكانياته ضعيفة,negative
قمت بتسجيل بياناتي اكثر من مرة والبيانات صحيحة والرد ان البيانات غير صحيحة برجاء الإفادة,negative
حلو جدا,positive
فجأه ظهرت رساله. الحساب ينتمي لهاتف آخر ومسحته ومش عايز ينزل؟؟؟؟,negative
انا بحب التطبيق دا,positive
محتاجين خدمة عملاء ترد علينا البرنامج مش بيقبل تسجيل كمستخدم جديد وبكتب البيانات زي البطاقه بالظبط ورقم تليفون we مسجل باسمى وبيقولي البيانات غير صحيحه ازاي مش فاهم,negative
غير راضي عن هذا التطبيق,negative
تطبيق عالمي,negative
رااااااااااااائع,positive
بعد اتنزل البرنامج دفعت الفاتورة بعد ٣شهر فجأه طلب مني مسح البرنامج تنزل مره آخر ليه انصح بعدم تنزل لا شخص برنامج فاشل جدا,negative
المحفظة تحتاج لمزيد من الخدمات مثل شحن الموبايل للشبكات الاخري ( فودافون وغيرها ) بطاقة فيزا نت الاون لاين,negative
ماهو رمز التحقيق 1961,positive
كاش وي ممتاز جدا,positive
حلوه تجربتي,positive
بصراحة شركة بنت وسخة,negative
جيد نوعا ما ونريد شراءمباشر للالعاب والرد باسرع وقت ممكن,positive
مشتغلش على موبيلى لازم إيداع المحفظة اولا لاكن الإجراءات سهلة جدا,positive
تطبيق ابن كالب رمه وشركه بنت وسخه,negative
حلو اوي,neutral
برنامج معفن المفروض اكتب الرقم يجيلي رساله التعريف ومش بتيجي,negative
مش عاوز يسجل ع التطبيق بيقول حدث خطا لما اسجل,negative
بعد تزيله لا يفتح معي مع العلم كنت مثبته منذ شهور سابقه وكان بيفتح ثم وقف فجاه برجاء الاهتمام وتشغيله,negative
تطبيق رائع جدا,positive
تطبيق سيء جدا جدا,negative
تطبيق حلو اوى بس ياريت تزويد للخدمات وتطوير واجهه التطبيق واضافه الشراء من مواقع التسوق الالكترونية,positive
راءع,positive
"حلو اوي و سهل و عربي ، بس ناقصه الفيزا الافتراضية ، و سهل جدا و بينقع و من اي ماكينة و اي حد بيبعتلي حتى لو كان أي شبكة تانية ، و بتيجي ف وقتها و بدون رسوم عاش يا احسن شبكة ف الكون",positive
كل مادخل بياناتى يقول غير صحيحة,negative
برنامج مبالغ جدآ جدآ جدآ في حجمه الشركات الأخرى تطبيق واحد للتحكم في خط الموبايل و المحفظه أكبرهم 20 ميجا ليه إنتم 77 ميجا لتطبيق المحفظه فقططط !!!!!,negative
زفت زفت زفت خطا فبي اتصال الخادم,negative
التطبيق وااااااقف ليه,negative
رائع وممتاز,positive
وحش مش ردي يفتح,negative
زى الزفت بيديك خطاء نصب,negative
برنامج زي الذفت مش راضي يسجل دخول كل مكتب البيانات المطلوبة تيجي رساله إن البيانات غير صحيحه,negative
مقبول ولكن مش كل شويةتحديث وتاخدوا 76ميجابايت يعني علي الاقل طولوا المده ستةاشهر مثلا,neutral
اسوء حاجه لو مستخدمتش المحفظه شهر بتتلغي لوحدها,negative
I hope It will be ajolly And useful experience to use this com.,neutral
ذي الزفت ومش شغال مش راضي يتحمل حتي,negative
عالي خالص نشكرا كل من ساهم في انشاء البرنامج,positive
تطبيق جميل بس المشكلة ان شحن النت المنزلي غير شحن الخط الارضي ياريت يضموا جميع الخطوط الخاصة بالمستخدم إذا كان خط محمول أو خط ارضي أو نت منزلي,positive
ارجو ان يوجد فئات شحن مختلفة من١ج الى ٥٠ج فى وى موبايل,negative
تطبيق رائع جدا . ينقصه طباعة الفواتير المدفوعة أو أخذ سكرين شوت منها .,positive
والله البرنامج حلو جدااااااا,positive
تطبيق زفت كل ما ادخل عليه بيقول حاول حدث خطأ ارجو المحاوله في وقت لاحق من شهر 6 لحد دلوقتي علس نفس الموضوع مش عارف اشتغل بلمحفظه ايه لزمة الخدمه دي اذا كان التطبيق ده اوسخ تطبيق,negative
فوق الممتاز بس ياريت يكون فى مشاركه للتحويله ابعتها للعميل عشان الرصيد بيخش التلفون زى الحرامى بدون رسايل ولا صوت وما تعرفشى تعمل سكرين شط ودى فى حدزاتها مشكله,positive
ممتاز روووعه بيسهل شحن الرصيد ودفع جميع الفواتير والواي فاي❤❤❤❤❤❤❤,positive
هو ليه مش بيفتح معايا,negative
ليه مفهوش خدمه فيزا البنك الاهلي ارجوا تحديث ب البنك الاهلي,positive
بعد اذنك يافندم بحاول ادخل علي لبرنامج مش عايز يقبل خالص,negative
ممكن اعرف ايه كود التفعيل ياجماعة,positive
انا دلوقتى كتبت رقم التليفون والرقم السرى لكن اضغط ارسال رمز التحقق يخبرنى أنة تم ارسال بنجاح ولم يرسل شئ,negative
معجب,positive
في تقدم دائم,positive
جميل جدا جدا جدا جدا جدا,positive
الهرم,positive
التطبيق لايعمل ومسحته ونزلته اكثر من مرة,negative
100in100,positive
اكتر من ممتازه,positive
برنامج. جيد.عوزين.التعامل مع فيزالبنك الأهلي. وجميع الفيز,positive
Excellent service,positive
رائعه ولكن أين رصيد 100جنيه عند فتح المحفظة,negative
مش قابل اني اسجل ابدا كل ما اسجل يقولي البريد الالكتروني غلط او رقم الموبايل غلط رغم اني متأكدة منهم,negative
ممتاز فعلا,positive
تجربة جيدة جدًا.,negative
اكثر من رائع ممتاز,positive
اىىي,positive
رائع جدا ومفيد لكل خدمات السداد شكرا وى,positive
تطبيق زباااااله فاتورة الأرضي صدرت ويقول مافي فواتير اساء للشركة المحترمة الأكرم لهم يلغوه,negative
التحديث الاخير سيئ محفظه البنوك افضل منهم,negative
حلوووووو كتير,positive
شويه,positive
برنامج جميل بس محتاج اضافة شحن عن طريف الفيزا من البنك الاهلى او جميع الفيزات,neutral
انا اول مره انزل التطبيق دا وزبالة الزبالة ومش عارف اسحب الفلوس الي ودعتها,negative
رائع دائما في تقدم مستمر ... شركة محترمة بكل اخلاص,positive
تطبيق تمام و ميه ميه,positive
جيد جدا جدا جدا,positive
